Notional_Amount_Local_Currency,Trade_Vendor_ID_Original,Issue_Currency,Fitch_Short_Term_Rating_Date,Broker_Commission_Amount_Local_Currency,Contract_Size,ICB_Supersector_Description,GICS_Sub_Industry_Description,GICS_Industry_Group_Code,Lag_Days,Vanguard_ID_VID,VICS_L4_Name,Original_Cost_Base_Currency,Trade_Reason,Amortization_Value_Local_Currency,Cash_Transaction_Purpose_code,Vanguard_Transaction_Code,Bloomberg_Industry_Sector_Code,Foreign_Tax__Base_Currency,Barclays_L1_Description,Security_Main_Type,Barclays_L2_Description,Barclays_L4_Description,Corporate_Action_Type,Settlement_Date,Barclays_L3_Description,State_Code,Advisor_ID,Market_Identification_Code_MIC,Amortization_Value_Base_Currency,Final_Maturity,Executing_Broker_Code,Contra_Currency,Cancelled_Indicator,GICS_Industry_Code,Par_Amount,Russell_Subsector_Description,Position_OpenClose_Indicator,Field_144A_Flag,CRD_Alloc_ID,Fitch_Short_Term_Rating_Code,Accrued_Interest_Base_Currency,Issue_Price,Parent_Contract_ID_VID,Primary_Asset_ID,Russell_Industry_Description,Order_Reference_ID,Interest_Prepaid_Gross_Settlement,Broker_Commission_Type_Code,Cash_Transaction_Purpose_Description,Clearing_House,Coupon_Rate_Type,Dated_Date,Escrowed_to_Maturity_Date,Next_Coupon_Date,Security_Short_Description,Prerefunded_Price,Corporate_Action_Factor,Bloomberg_Industry_Subgroup_Code,Commission_Rate,Ticker,Bloomberg_Industry_Group_Code,Fund_ID,Transaction_Interval_Batch_Type,Tax_Status,Original_Cost_Local_Currency,GICS_Industry_Description,Exchange_Rate_Settlement_to_Base,GainLoss_Local_Currency,CRD_Sec_ID,Sleeve_ID,Bloomberg_Industry_Subgroup_Description,Account_Type,Income_Accrual_Settlement_Currency,Corporate_Action_Type_Code,VICS_L2_Code,External_Transaction_ID,Principal_Base_Currency,Collateral_Units,Additional_Transaction_Fee_Type_2,Additional_Transaction_Fee_Type_1,Port_ID,Additional_Transaction_Fee_Type_4,FX_Purchased_Currency,Additional_Transaction_Fee_Type_3,Additional_Transaction_Fee_Type_6,SP_Short_Term_Rating,Additional_Transaction_Fee_Type_5,OCC_Options_Clearing_Corporation_ID,Russell_Subsector_Code,Price_Base_Currency,Corporate_Action_Market_Value_Local_Currency,Next_Call_Date,Percentage_Foreign_Tax,First_Coupon_Date,CINS,ICB_Supersector_Code,Security_End_Date,Investment_Type,Underlying_ID,SP_Long_Term_Rating,PutCall_Flag,Net_Settle_Amount__Base_Currency,Strategy_Code,Bloomberg_Country_of_Risk,CUSIP,Clearing_Broker_Code,CRIMS_CUSIP,Vanguard_Issuer_ID_VEI,Corporate_Action_Other_Side_Security,ICB_Subsector_Description,Russell_Industry_Code,Previous_External_ID,GICS_Sector_Description,VICS_L1_Code,Moody_Long_Term_Rating,Base_Currency,Pay_Currency_Code,Net_Settle_Amount_Settlement_Currency,PFIC_Indicator,Russell_Sector_Code,Russell_Sector_Description,Next_Rate_Change_Date,Transaction_Coupon_Rate,Foreign_Tax_Income_Currency,NAICS_Code,GainLoss_Base_Currency,Next_Call_Price,RIC_Code,Prerefunded_Type,Conversion_Ratio,Notional_Amount_Base_Currency,Long_Short_Indicator,Expiration_Date,SEDOL5,SIC_Code,Blackrock_Cusip,Blackrock_Security_Type,SEDOL3,SEDOL4,Next_Put_Date,SEDOL1,Parent_Co_ID,SEDOL2,Brokerage_Amount__Base_Currency,Corporate_Action_Subtype,Effective_Date,Corporate_Action_Sub_Type_Code,Rate_Change_Frequency,ICB_Subsector_Code,Bloomberg_Industry_Sector_Description,LoanX_ID,Option_Standard_Identifier_OPRA_ID,Bloomberg_Issuer_Industry_Code,SP_Short_Term_Rating_Date,ICB_Industry_Code,MSCI_Country_of_Risk,FIGI_ID,Universal_Swap_Identifier_USI,Country_of_Incorporation,Net_Trade_Amount__Base_Currency,Trade_Vendor_Source_Code,File_Effective_Date,Accrual_Method,Post_Reverse_Date_Time,SP_Long_Term_Rating_Date,Additional_Transaction_Fee_Amount_4,Additional_Transaction_Fee_Amount_3,Ultimate_Parent_Co_ID,Additional_Transaction_Fee_Amount_2,Blackrock_Security_Group,Additional_Transaction_Fee_Amount_1,Bloomberg_Issuer_Industry_Description,DTC_CUSIP,VICS_L3_Name,Coupon_Rate,Barclays_L4_Classification_Code,Corporate_Action_Market_Value_Base_Currency,Contract_Type,FTSE_Country_of_Risk,FX_Sold_Amount_Base_Currency,ICB_Industry_Description,Additional_Transaction_Fee_Amount_6,Additional_Transaction_Fee_Amount_5,Prerefunded_Date,Leg_Type_Code,Barclays_Level_3_Classification_Code,Issue_Date,Principal_Or_Agent_Code,Accrued_Interest_Local_Currency,Account_Name,VICS_L1_Name,Moody_Short_Term_Rating,FX_Purchased_Amount_Base_Currency,Trade_Date,Receive_Currency_Code,ICB_Sector_Code,Exchange_Code,Primary_Asset_ID_Type,Muni_Type,Bond_Payment_Frequency,Field_42_CP_Indicator,Maturity_Date,Coupon_Currency,Settlement_Currency,Percentage_Foreign_Tax_Reclaimable,Trade_Currency,Bloomberg_ISO_Country,Original_Face_Value,Barclays_Level_1_Classification_Code,Bloomberg_Security_Type,ICB_Sector_Description,Fitch_Long_Term_Rating_Code,Trade_Vendor_Source_Name,VICS_L3_Code,Net_Trade_Amount_Trade_Currency,GICS_Sub_Industry_Code,GICS_Industry_Group_Description,Exchange_Rate_Trade_to_Settlement,Transaction_Type_Description_Code,Trade_Block_ID,Moody_Short_Term_Rating_Date,Barclays_Level_2_Classification_Code,Cancel_Status,Dividend_Currency,Price,Exchange_Rate_Trade_to_Base,Illiquid_Security,Bloomberg_Industry_Group_Description,FX_Sold_Currency,Shares_Outstanding,Principal_Local_Currency,Vanguard_Cash_Type,FX_Purchased_Amount,Transaction_Type_Description,Issuer_Name,Fitch_Long_Term_Rating_Date,FX_Sold_Amount,Bloomberg_Security_Type_2,Moody_Long_Term_Rating_Date,Yield_at_Cost,Primary_Trading_Currency,Counterparty,Strike_Price,Accrued_Interest_Days,VICS_L2_Name,VICS_L4_Code,NX_Security_Type,Quantity,ISIN,Transaction_DateTime_Stamp,LEI,Cancel_Date,Bloomberg_Deal_ID,GICS_Sector_Code,Security_Long_Description
0.0,,USD,,,,,,,,,,,,,MARGIN,,,,,,,,,2022-07-11,,,ABGS,,,,,,,,,,,,,,,,,MARGINUSD,,,,,,,,,,,Synthetic Cash - MARGIN US Dollar,,,,,,,A215,EOD,,,,1.0,,,,,A,,,,85078254_2,,,,,ABGS,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,150.0,,,,,,,,,,,,,,USD,USD,150.0,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,150.0,CALYPSO,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-Global Momentum Factor,,,,2022-07-11,USD,,,NXCASHID,,,,,USD,USD,,USD,,,,,,,Calypso,,150.0,,,,CSH2MGN,,,,,USD,1.0,1.0,,,,,,,,Margin (Transfer Cash to Margin),,,,,,,USD,,,,,,RF.CUR,150.0,,2022-07-11,,,,,Synthetic Cash - MARGIN US Dollar
-36300.0,,USD,,,10.0,,,,,V1029248501,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,ABER,IFUS,,,,,,,,,,,,,,,,V1029248501,,,,,,,,,,,COCOA FUTURE      Sep22,,,,,CCU2,,A131,EOD,,,,1.0,,,SL0051,,SL,,,,85071874_2,,,,,SL0051,,,,,,,,,1.0,0.0,,,,,,,FT,V1029248501,,,-36300.0,,,,,,VEI0022604,,,,,,,,USD,USD,-36300.0,,,,,,,,,,,,,-36300.0,L,2022-09-15,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-36300.0,SMARTCO,,,,,,,VEI0022604,,,,,,,,,0.0,,,,,,,,,,2020-09-16,,,ASF Commodity Cayman,,,,2022-07-11,USD,,IFUS,VID,,,N/A,,,USD,,USD,,,,Physical commodity future.,,,SmartCo,,-36300.0,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),NYBOT CSC Cocoa Future,,,,,,USD,,,,,,DE.COMM,-3630.0,,2022-07-11,,,18287369,,COCOA FUTURE      Sep22
0.0,,USD,,,,,,,,,,,,,,,,,,,,,,2022-07-12,,,APDY,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,9807,EOD,,,,1.0,,,,,A,,,,85076208_2,,,,,APDY,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-386836.22,,,,,,,,,,,,,,USD,USD,-386836.22,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-386836.22,ICAP,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,Grwth and Income - Cash,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,ICAP,,-386836.22,,,,REDEMPTION,,,,,USD,1.0,1.0,,,,,,,,Redemption,,,,,,,USD,,,,,,CRNY,-386836.22,,2022-07-11,,,,,US Dollar
0.0,,USD,,,,,,,,,,,USPO Cash W/O,,MARGIN,,,,,,,,,2022-07-11,,,AAFB,,,,,,,,,,,,,,,,,MARGINUSD,,,,,,,,,,,Synthetic Cash - MARGIN US Dollar,,,,,,,9909,EOD,,,,1.0,,,,,A,,,,85086721_2,,,,,AAFB,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-2.5402,,,,,,,,,,,,,,USD,USD,-2.5402,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-2.5402,FFS,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,Equity Income-Cash,,,,2022-07-11,USD,,,NXCASHID,,,,,USD,USD,,USD,,,,,,,FFS,,-2.5402,,,,MGN_CASHWITH,,,,,USD,1.0,1.0,,,,,,,,Margin Cash Withdrawal,,,,,,,USD,,,,,,RF.CUR,-1.0,,2022-07-11,,,,,Synthetic Cash - MARGIN US Dollar
0.0,,USD,,,,,,,,,,,,,,,,,,,,,,2022-07-12,,,AAFH,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,A064,EOD,,,,1.0,,,,,A,,,,85076197_2,,,,,AAFH,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-1142374.84,,,,,,,,,,,,,,USD,USD,-1142374.84,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-1142374.84,ICAP,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-Strategic Equity Fund,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,ICAP,,-1142374.84,,,,REDEMPTION,,,,,USD,1.0,1.0,,,,,,,,Redemption,,,,,,,USD,,,,,,CRNY,-1142374.84,,2022-07-11,,,,,US Dollar
0.0,,USD,,,,,,,,,,,,,EXPENSE_USD,,,,,,,,,2022-07-11,,,AAIZ,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,A131,EOD,,,,1.0,,,,,A,,,,85073049_2,,,,,AAIZ,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-151.2,,,,,,,,,,,,,,USD,USD,-151.2,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-151.2,ABOR_GEN_LEDGER,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ASF Equity Futures,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,ABOR Gen Ledger,,-151.2,,,,EXP_ACCRL,,,,,USD,1.0,1.0,,,,,,,,Expense Accrl (+),,,,,,,USD,,,,,,CRNY,-151.2,,2022-07-11,,,,,US Dollar
0.0,,USD,,,,,,,,,,,,,EXPENSE_USD,,,,,,,,,2022-07-11,,,AAIK,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,A033,EOD,,,,1.0,,,,,A,,,,85073058_2,,,,,AAIK,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-231.3,,,,,,,,,,,,,,USD,USD,-231.3,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-231.3,ABOR_GEN_LEDGER,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-US Min Volatility ETF,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,ABOR Gen Ledger,,-231.3,,,,EXP_ACCRL,,,,,USD,1.0,1.0,,,,,,,,Expense Accrl (+),,,,,,,USD,,,,,,CRNY,-231.3,,2022-07-11,,,,,US Dollar
900794.05,,USD,,,,,,,,,,,,,,,,,,CT,,,,2022-08-15,,,ABGQ,,,,TD_FX,CAD,,,,,,,,,,,,2430888,,20220711091456UIDX_000002,,,,,,,,,USD/CAD FWD 20220815,,,,,USD,,A213,EOD,,,,1.0,,,,,A,,,,85080016_2,,,,,ABGQ,,USD,,,,,,,1.30304,0.0,,,,,,,FWD,,,,1170626.9076775,HEDG,,,,,VEI0011336,,,,,,,,CAD,USD,900794.05,,,,,1.303,,,,,,,,1170626.9076775,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,1170626.9076775,CRD,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-Global Min Vol,,,1170626.9076775,2022-07-11,USD,,XOTC,NX_CONTRACT_ID,,,,2022-08-15,,CAD,,USD,,,,,,,CRD,,900794.05,,,,FXFWD-BUY,20220711091456UIDX,,,,,1.30304,1.29955,,,,,,,900794.05,Forex - Open Forward,,,,,,,USD,,,,,,CT.FOREX,900794.05,,2022-07-11,,,,,USD/CAD FWD 20220815
-548010.7142,,USD,,,50.0,,,,,V1031983301,,,,,MARGIN,,,,,DE,,,,2022-07-11,,,AANA,XCME,,,,,,,,,,,,,,,,V1031983301,,,,,,,,,,,S&P500 EMINI FUT  Sep22,,,,,ESU2,,9909,EOD,,,,1.0,,,,,A,,,,85071756_2,,,,,AANA,,,,,,,,,1.0,0.0,,,,,,,FT,V1031983301,,,-548010.7142,,,,,,VEI0005366,,,,,,,,USD,USD,-548010.7142,,,,,,,,,,,,,-548010.7142,L,2022-09-16,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-548010.7142,SMARTCO,,,,,,,VEI0005366,,,,,,,,,0.0,,,,,,,,,,2021-06-07,,,Equity Income-EIG,,,,2022-07-11,USD,,XCME,VID,,,N/A,,,USD,,USD,,,,Physical index future.,,,SmartCo,,-548010.7142,,,,MARGIN2,,,,,,1.0,1.0,,,,,,,,Margin Variation (Margin),CME E-Mini Standard & Poor's 500 Index Future,,,,,,USD,,,,,,DE.IND,-10960.2143,,2022-07-11,,,,,S&P500 EMINI FUT  Sep22
0.0,,USD,,,,,,,,,,,USPO Cash W/O,,,,,,,,,,,2022-07-11,,,AAHP,,,,,,,,,,,,,,,,,CASHUSD,,,,,,,,,,,US Dollar,,,,,USD,,0161,EOD,,,,1.0,,,,,A,,,,85086601_2,,,,,AAHP,,,,,,,,,1.0,0.0,,,,,,,CASH,,,,-0.04,,,,,,,,,,,,,,USD,USD,-0.04,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,-0.04,FFS,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,Small Company - Vanguard,,,,2022-07-11,USD,,,CASH,,,,,USD,USD,,USD,US,,,,,,FFS,,-0.04,,,,CASHWITH,,,,,USD,1.0,1.0,,,,,,,,Cash Withdrawal,,,,,,,USD,,,,,,CRNY,-1.0,,2022-07-11,,,,,US Dollar
0.0,,USD,,,,Technology,Systems Software,4510,,V18,,,,,,,10013,347.3853096,Corporate,EQ,Industrial,Technology,Dividend - Cash,2022-07-26,Technology,,ABGQ,XNYS,,,,,,451030,0.01,,,N,,,,0.0,,68389X105,Computer Services Software & Systems,,,,,,,,,,ORACLE CORP,,,644,,ORCL,20109,A213,SOD,,,Software,1.29955,,,,Enterprise Software/Serv,A,,DVCA,,84833636_2,,,,,ABGQ,,,,,,,,,,1514.768,,0.15,,,1010,,EQ,V18,,,1968.5167544,,US,68389X105,,,VEI0002903,,Software,439,,Information Technology,,,CAD,USD,1514.768,,1,Technology,,.32,267.312,511210,,0.0,ORCL.N,,,0.0,L,,,,,,,,,2661568,,,,,2022-07-11,,,10101015,Technology,,,Enterprise Software/Serv,,10,US,BBG000BQLY10,,US,1968.5167544,SMARTCO,,,,,,,VEI0002903,,,,Enterprise Software/Serv,,,0.0,CAF,1968.5167544,,US,,Technology,,,,,CAF,,,,AV-Global Min Vol,,,,2022-07-11,USD,101010,XNYS,CUSIP,,,N/A,,USD,USD,,USD,US,,C,Common Stock,Software & Computer Services,,SmartCo,,1514.768,45103020,Software & Services,,CASHDIV,,,CA,,USD,0.0,1.29955,,Software,,2664926000,,,,Cash Dividend,Oracle Corp,,,Common Stock,,,USD,,0.0,,,,EQ.STOCK,5569.0,US68389X1054,2022-07-03,1Z4GXXU7ZHVWFCD8TV52,,,45,Oracle Corp
0.0,,USD,,,,,,,,,,,USPO Cash W/O,,MARGIN,,,,,,,,,2022-07-11,,,ABGQ,,,,,,,,,,,,,,,,,MARGINUSD,,,,,,,,,,,Synthetic Cash - MARGIN US Dollar,,,,,,,A213,EOD,,,,1.29955,,,,,A,,,,85086753_2,,,,,ABGQ,,,,,,,,,1.29955,0.0,,,,,,,CASH,,,,2.910992,,,,,,,,,,,,,,CAD,USD,2.24,,,,,,,,,,,,,0.0,L,,,,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,2.910992,FFS,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,AV-Global Min Vol,,,,2022-07-11,USD,,,NXCASHID,,,,,USD,USD,,USD,,,,,,,FFS,,2.24,,,,MGN_CASHDEP,,,,,USD,1.0,1.29955,,,,,,,,Margin Cash Deposit,,,,,,,USD,,,,,,RF.CUR,1.0,,2022-07-11,,,,,Synthetic Cash - MARGIN US Dollar
-273365.0,,USD,,0.0,50.0,,,,,V1029083001,,,Cashflow,,,,,,,DE,,,,2022-07-11,,,AAJG,IFUS,,,MS_FUTURES,,,,,,,,,,,,,V1029083001,,20220711120829UEZL_000002,,Broker,,,,,,,MSCI EAFE         Sep22,,,,0.0,MFSU2,,A253,EOD,,,,1.29955,,,,,A,,,,85125612_2,,,,No Fee,AAJG,,,,,,,,,2368.34323790015,0.0,,,,,,,FT,V1029083001,,,-355251.48575,CF,,,,,VEI0037659,,,,,,,,CAD,USD,-273365.0,,,,,,,,,,,,,-355251.48575,L,2022-09-16,,,,,,,,,,,0.0,,2022-07-11,,,,,,,,,,,,,,-355251.48575,CRD,,,,,,,VEI0037659,,,0.0,,,,,,0.0,,,,,,,,,,2019-09-23,,,AV-IntGrow-Cash,,,,2022-07-11,USD,,IFUS,VID,,,N/A,,,USD,,USD,,,,Physical index future.,,,CRD,,-273365.0,,,,SELLLFUT,20220711120829UEZL,,,,,1822.433333,1.29955,,,,,,,,Sell/Close Long Future,ICE US mini MSCI EAFE Index Futures,,,,,,USD,,,,,,DE.IND,-3.0,,2022-07-11,,,109204996,,MSCI EAFE         Sep22
0.0,,USD,,,,Technology,Systems Software,4510,,V18,,,,,,,10013,0.0,Corporate,EQ,Industrial,Technology,Dividend - Cash,2022-07-26,Technology,,AAKT,XNYS,,,,,,451030,0.01,,,N,,,,0.0,,68389X105,Computer Services Software & Systems,,,,,,,,,,ORACLE CORP,,,644,,ORCL,20109,9996,SOD,,,Software,1.0,,,,Enterprise Software/Serv,A,,DVCA,,84830548_2,,,,,AAKT,,,,,,,,,,297511.68,,0.0,,,1010,,EQ,V18,,,297511.68,,US,68389X105,,,VEI0002903,,Software,439,,Information Technology,,,USD,USD,297511.68,,1,Technology,,.32,0.0,511210,,0.0,ORCL.N,,,0.0,L,,,,,,,,,2661568,,,,,2022-07-11,,,10101015,Technology,,,Enterprise Software/Serv,,10,US,BBG000BQLY10,,US,297511.68,SMARTCO,,,,,,,VEI0002903,,,,Enterprise Software/Serv,,,0.0,CAF,297511.68,,US,,Technology,,,,,CAF,,,,U.S. Growth Fund - QEG,,,,2022-07-11,USD,101010,XNYS,CUSIP,,,N/A,,USD,USD,,USD,US,,C,Common Stock,Software & Computer Services,,SmartCo,,297511.68,45103020,Software & Services,,CASHDIV,,,CA,,USD,0.0,1.0,,Software,,2664926000,,,,Cash Dividend,Oracle Corp,,,Common Stock,,,USD,,0.0,,,,EQ.STOCK,929724.0,US68389X1054,2022-07-03,1Z4GXXU7ZHVWFCD8TV52,,,45,Oracle Corp
0.0,,,,,,Energy,Oil & Gas Refining & Marketing,1010,,V6044,,,,,,,10007,0.0,Corporate,EQ,Industrial,Refining,Dividend - Cash,2022-07-20,Energy,,AAIJ,XNYS,,,,,,101020,0.01,,,N,,,,0.0,,24665A103,Oil: Refining & Marketing,,,,,,,,,,DELEK US HOLDING,,,138,,DK,20048,A028,SOD,,,"Oil, Gas & Consumable Fuels",1.0,,,,Oil Refining&Marketing,A,,DVCA,,84829392_2,,,,,AAIJ,,,,,,,,,,993.0,,0.0,,,6010,,EQ,V6044,,,993.0,,US,24665A103,,,VEI0030207,,Oil Refining and Marketing,605,,Energy,,,USD,USD,993.0,,6,Energy,,.2,0.0,324110,,0.0,DK.N,,,0.0,L,,,,,,,,,BF5P189,VEI0001744,,,Special,2022-07-11,SPEC,,60101020,Energy,,,Oil Refining&Marketing,,60,US,BBG00FZYJDX8,,US,993.0,SMARTCO,,,,,,,VEI0030207,,,,Oil Refining&Marketing,,,0.0,CAED,993.0,,US,,Energy,,,,,CAE,,,,AV-US Value Factor ETF,,,,2022-07-11,USD,601010,XNYS,CUSIP,,,N/A,,USD,USD,,USD,US,,C,Common Stock,"Oil, Gas & Coal",,SmartCo,,993.0,10102030,Energy,,CASHDIV,,,CA,,USD,0.0,1.0,,Oil&Gas,,70745085,,,,Cash Dividend,Delek US Holdings Inc,,,Common Stock,,,USD,,0.0,,,,EQ.STOCK,4965.0,US24665A1034,2022-07-01,5493003O53JMENV1N385,,,10,Delek US Holdings Inc
-50315310.01,,SEK,,1445.22,100.0,,,,,V1034120001,,,Active Rebalance,,MARGIN,,,,,DE,,,,2022-07-11,,,AAIZ,XSTO,,,MS_FUTURES,,,,,,,,,,,,,V1034120001,,,,Broker,,,,,,,OMXS30 IND FUTURE Jul22,,,,5.58,QCN2,,A131,EOD,,,,0.0943133751,,,,,A,,,,85081603_2,,,,No Fee,AAIZ,,,,,,,,,183.220336133197,0.0,,,,,,,FT,V1034120001,,,-4745543.009821877,ACT_REBAL,,,,,VEI0028802,,,,,,,,USD,SEK,-50316755.23,,,,,,,,,,,,,-4745406.706245915,L,2022-07-15,,,,,,,,,,,136.303575962022,,2022-07-11,,,,,,,,,,,,,,-4745543.009821877,CRD,,,,,,,VEI0028802,,,0.0,,,,,,0.0,,,,,,,,,,2022-04-07,,,ASF Equity Futures,,,,2022-07-11,SEK,,XSTO,VID,,,N/A,,,SEK,,SEK,,,,Physical index future.,,,CRD,,-50316755.23,,,,BUYSFUT,,,,,,1942.676062,0.0943133751,,,,,,,,Buy/Close Short Future,OML Stockholm OMXS30 Index Future,,,,,,SEK,,,,,,DE.IND,259.0,SE0017733546,2022-07-11,,,,,OMXS30 IND FUTURE Jul22
0.0,,,,,,Energy,Oil & Gas Refining & Marketing,1010,,V6044,,,,,,,10007,0.0,Corporate,EQ,Industrial,Refining,Dividend - Cash,2022-07-20,Energy,,AAVT,XNYS,,,,,,101020,0.01,,,N,,,,0.0,,24665A103,Oil: Refining & Marketing,,,,,,,,,,DELEK US HOLDING,,,138,,DK,20048,9741,SOD,,,"Oil, Gas & Consumable Fuels",1.0,,,,Oil Refining&Marketing,A,,DVCA,,84830556_2,,,,,AAVT,,,,,,,,,,7543.2,,0.0,,,6010,,EQ,V6044,,,7543.2,,US,24665A103,,,VEI0030207,,Oil Refining and Marketing,605,,Energy,,,USD,USD,7543.2,,6,Energy,,.2,0.0,324110,,0.0,DK.N,,,0.0,L,,,,,,,,,BF5P189,VEI0001744,,,Special,2022-07-11,SPEC,,60101020,Energy,,,Oil Refining&Marketing,,60,US,BBG00FZYJDX8,,US,7543.2,SMARTCO,,,,,,,VEI0030207,,,,Oil Refining&Marketing,,,0.0,CAED,7543.2,,US,,Energy,,,,,CAE,,,,Market Neutral-Vanguard E,,,,2022-07-11,USD,601010,XNYS,CUSIP,,,N/A,,USD,USD,,USD,US,,C,Common Stock,"Oil, Gas & Coal",,SmartCo,,7543.2,10102030,Energy,,CASHDIV,,,CA,,USD,0.0,1.0,,Oil&Gas,,70745085,,,,Cash Dividend,Delek US Holdings Inc,,,Common Stock,,,USD,,0.0,,,,EQ.STOCK,37716.0,US24665A1034,2022-07-03,5493003O53JMENV1N385,,,10,Delek US Holdings Inc
0.0,,,,,,Energy,Oil & Gas Refining & Marketing,1010,,V6044,,,,,,,10007,0.0,Corporate,EQ,Industrial,Refining,Dividend - Cash,2022-07-20,Energy,,AATO,XNYS,,,,,,101020,0.01,,,N,,,,0.0,,24665A103,Oil: Refining & Marketing,,,,,,,,,,DELEK US HOLDING,,,138,,DK,20048,9714,SOD,,,"Oil, Gas & Consumable Fuels",1.0,,,,Oil Refining&Marketing,A,,DVCA,,84830557_2,,,,,AATO,,,,,,,,,,18991.4,,0.0,,,6010,,EQ,V6044,,,18991.4,,US,24665A103,,,VEI0030207,,Oil Refining and Marketing,605,,Energy,,,USD,USD,18991.4,,6,Energy,,.2,0.0,324110,,0.0,DK.N,,,0.0,L,,,,,,,,,BF5P189,VEI0001744,,,Special,2022-07-11,SPEC,,60101020,Energy,,,Oil Refining&Marketing,,60,US,BBG00FZYJDX8,,US,18991.4,SMARTCO,,,,,,,VEI0030207,,,,Oil Refining&Marketing,,,0.0,CAED,18991.4,,US,,Energy,,,,,CAE,,,,AV-Strategic Small-Cap Eq,,,,2022-07-11,USD,601010,XNYS,CUSIP,,,N/A,,USD,USD,,USD,US,,C,Common Stock,"Oil, Gas & Coal",,SmartCo,,18991.4,10102030,Energy,,CASHDIV,,,CA,,USD,0.0,1.0,,Oil&Gas,,70745085,,,,Cash Dividend,Delek US Holdings Inc,,,Common Stock,,,USD,,0.0,,,,EQ.STOCK,94957.0,US24665A1034,2022-07-03,5493003O53JMENV1N385,,,10,Delek US Holdings Inc
-4538720.0,,EUR,,44.84,10.0,,,,,V1034474301,,,Active Rebalance,,MARGIN,,,,,DE,,,,2022-07-11,,,AAIZ,XMON,,,MS_FUTURES,,,,,,,,,,,,,V1034474301,,,,Broker,,,,,,,CAC40 10 EURO FUT Aug22,,,,0.59,CFQ2,,A131,EOD,,,,1.00835,,,,,A,,,,85081679_2,,,,No Fee,AAIZ,,,,,,,,,6021.8662,0.0,,,,,,,FT,V1034474301,,,-4576663.526414,ACT_REBAL,,,,,VEI0028799,,,,,,,,USD,EUR,-4538764.84,,,,,,,,,,,,,-4576618.312,L,2022-08-19,,,,,,,,,,,45.214414,,2022-07-11,,,,,,,,,,,,,,-4576663.526414,CRD,,,,,,,VEI0028799,,,0.0,,,,,,0.0,,,,,,,,,,2022-05-22,,,ASF Equity Futures,,,,2022-07-11,EUR,,XMON,VID,,,N/A,,,EUR,,EUR,,,,Physical index future.,,,CRD,,-4538764.84,,,,BUYLFUT,,,,,,5972.0,1.00835,,,,,,,,Buy/Open Long Future,Euronext CAC 40 Index Future,,,,,,EUR,,,,,,DE.IND,76.0,FREN05957013,2022-07-11,,,,,CAC40 10 EURO FUT Aug22
